frame	time/sec	value
0		0.00		22.0
1		0.03		22.0
2		0.07		22.0
3		0.10		21.9
4		0.13		22.0
5		0.17		22.0
6		0.20		22.0
7		0.23		22.0
8		0.27		0.8
9		0.30		0.6
10		0.33		22.0
11		0.37		22.0
12		0.40		-10
13		0.43		-10
14		0.47		21.8
15		0.50		0.3
16		0.53		0.3
17		0.57		0.3
18		0.60		0.3
19		0.63		22.0
20		0.67		0.0
21		0.70		22.0
22		0.73		0.5
23		0.77		21.8
24		0.80		21.8
25		0.83		22.0
26		0.87		22.0
27		0.90		21.6
28		0.93		22.0
29		0.97		0.3
30		1.00		0.3
31		1.03		21.7
32		1.07		0.1
33		1.10		0.3
34		1.13		0.3
35		1.17		21.8
36		1.20		0.4
37		1.23		0.4
38		1.27		0.2
39		1.30		0.0
40		1.33		0.4
41		1.37		22.0
42		1.40		22.0
43		1.43		0.1
44		1.47		22.0
45		1.50		22.0
46		1.53		0.3
47		1.57		0.0
48		1.60		22.0
49		1.63		-10
50		1.67		0.6
51		1.70		-10
52		1.74		1.1
53		1.77		-10
54		1.80		-10
55		1.84		0.6
56		1.87		-10
57		1.90		0.1
58		1.94		0.4
59		1.97		0.7
60		2.00		-10
61		2.04		-10
62		2.07		0.7
63		2.10		1.3
64		2.14		0.3
65		2.17		-10
66		2.20		0.8
67		2.24		-10
68		2.27		0.2
69		2.30		0.4
70		2.34		-10
71		2.37		-10
72		2.40		-10
73		2.44		-10
74		2.47		-10
75		2.50		-10
76		2.54		1.9
77		2.57		-10
78		2.60		-10
79		2.64		-10
80		2.67		-10
81		2.70		1.0
82		2.74		1.9
83		2.77		1.5
84		2.80		1.0
85		2.84		0.9
86		2.87		-10
87		2.90		1.9
88		2.94		0.9
89		2.97		1.6
90		3.00		0.8
91		3.04		0.6
92		3.07		0.6
93		3.10		-10
94		3.14		0.8
95		3.17		-10
96		3.20		0.9
97		3.24		1.0
98		3.27		-10
99		3.30		-10
100		3.34		1.1
101		3.37		1.1
102		3.40		1.4
103		3.44		1.3
104		3.47		1.3
105		3.50		0.8
106		3.54		1.1
107		3.57		-10
108		3.60		1.3
109		3.64		0.9
110		3.67		-10
111		3.70		1.0
112		3.74		1.3
113		3.77		-10
114		3.80		1.0
115		3.84		1.9
116		3.87		1.5
117		3.90		-10
118		3.94		1.0
119		3.97		-10
120		4.00		1.0
121		4.04		-10
122		4.07		1.5
123		4.10		1.0
124		4.14		-10
125		4.17		-10
126		4.20		-10
127		4.24		-10
128		4.27		1.3
129		4.30		1.2
130		4.34		1.3
131		4.37		1.2
132		4.40		1.1
133		4.44		1.5
134		4.47		1.4
135		4.50		-10
